Date	Plot	Section	Buds	Male_flowers	Female_flowers	Seed_hairs	Total_Male	Total_Female	TotalCount	Field_remarks	General_remarks
1998-07-01	Sal4	D	15	3	6	0	-9999	-9999	NA	No remarks	No remarks
1998-07-01	Sal2	A	6	0	0	0	-9999	-9999	NA	No remarks	No remarks
1998-07-01	Sal2	B	3	0	0	0	-9999	-9999	NA	No remarks	No remarks
1998-07-01	Sal2	C	16	0	0	0	-9999	-9999	NA	No remarks	No remarks
1998-07-01	Sal3	D	2	0	0	0	-9999	-9999	NA	No remarks	No remarks
1998-07-01	Sal4	A	19	8	29	0	-9999	-9999	NA	No remarks	No remarks
1998-07-01	Sal4	B	22	0	3	0	-9999	-9999	NA	No remarks	No remarks
1998-07-01	Sal4	C	3	0	0	0	-9999	-9999	NA	No remarks	No remarks
1998-07-02	Sal1	A	1	7	26	0	-9999	-9999	NA	No remarks	No remarks
1998-07-02	Sal1	B	1	2	17	0	-9999	-9999	NA	No remarks	No remarks
1998-07-02	Sal1	C	0	2	28	0	-9999	-9999	NA	No remarks	No remarks
1998-07-02	Sal1	D	1	3	21	0	-9999	-9999	NA	No remarks	No remarks
1998-07-08	Sal1	D	0	2	48	0	-9999	-9999	NA	No remarks	No remarks
1998-07-08	Sal2	A	21	6	6	0	-9999	-9999	NA	No remarks	No remarks
1998-07-08	Sal2	B	22	1	0	0	-9999	-9999	NA	No remarks	No remarks
1998-07-08	Sal2	C	35	2	7	0	-9999	-9999	NA	No remarks	No remarks
1998-07-08	Sal4	A	0	25	29	0	-9999	-9999	NA	No remarks	No remarks
1998-07-08	Sal4	B	0	27	23	0	-9999	-9999	NA	No remarks	No remarks
1998-07-08	Sal4	C	0	31	19	0	-9999	-9999	NA	No remarks	No remarks
1998-07-08	Sal4	D	0	17	11	0	-9999	-9999	NA	No remarks	No remarks
1998-07-08	Sal1	A	0	11	33	0	-9999	-9999	NA	No remarks	No remarks
1998-07-08	Sal1	B	0	8	32	0	-9999	-9999	NA	No remarks	No remarks
1998-07-08	Sal1	C	0	2	34	0	-9999	-9999	NA	No remarks	No remarks
1998-07-08	Sal2	D	11	6	9	0	-9999	-9999	NA	No remarks	No remarks
1998-07-08	Sal3	A	1	0	0	0	-9999	-9999	NA	No remarks	No remarks
1998-07-08	Sal3	B	3	16	3	0	-9999	-9999	NA	No remarks	No remarks
1998-07-08	Sal3	C	0	11	4	0	-9999	-9999	NA	No remarks	No remarks
1998-07-08	Sal3	D	3	2	0	0	-9999	-9999	NA	No remarks	No remarks
1998-07-15	Sal2	A	0	20	30	0	-9999	-9999	NA	No remarks	No remarks
1998-07-15	Sal2	B	0	8	42	0	-9999	-9999	NA	No remarks	No remarks
1998-07-15	Sal2	C	10	8	32	0	-9999	-9999	NA	No remarks	No remarks
1998-07-15	Sal2	D	0	14	36	0	-9999	-9999	NA	No remarks	No remarks
1998-07-15	Sal3	C	-9999	-9999	-9999	-9999	8	18	TOTALCOUNT	No remarks	No remarks
1998-07-15	Sal1	A	0	2	30	0	-9999	-9999	NA	No remarks	No remarks
1998-07-15	Sal1	B	0	11	21	0	-9999	-9999	NA	No remarks	No remarks
1998-07-15	Sal3	C	0	8	18	0	-9999	-9999	NA	No remarks	No remarks
1998-07-15	Sal3	D	-9999	-9999	-9999	-9999	2	0	TOTALCOUNT	No remarks	No remarks
1998-07-15	Sal3	D	0	2	0	0	-9999	-9999	NA	No remarks	No remarks
1998-07-15	Sal4	C	0	101	159	0	-9999	-9999	NA	No remarks	No remarks
1998-07-15	Sal4	D	-9999	-9999	-9999	-9999	89	121	TOTALCOUNT	No remarks	No remarks
1998-07-15	Sal4	D	0	89	121	0	-9999	-9999	NA	No remarks	No remarks
1998-07-15	Sal1	C	0	2	48	0	-9999	-9999	NA	No remarks	No remarks
1998-07-15	Sal1	D	0	1	43	0	-9999	-9999	NA	No remarks	No remarks
1998-07-15	Sal3	A	-9999	-9999	-9999	-9999	0	2	TOTALCOUNT	No remarks	No remarks
1998-07-15	Sal3	A	0	0	2	0	-9999	-9999	NA	No remarks	No remarks
1998-07-15	Sal3	B	-9999	-9999	-9999	-9999	22	18	TOTALCOUNT	No remarks	No remarks
1998-07-15	Sal3	B	0	22	18	0	-9999	-9999	NA	No remarks	No remarks
1998-07-15	Sal4	A	-9999	-9999	-9999	-9999	121	254	TOTALCOUNT	No remarks	No remarks
1998-07-15	Sal4	A	0	121	254	0	-9999	-9999	NA	No remarks	No remarks
1998-07-15	Sal4	B	-9999	-9999	-9999	-9999	198	175	TOTALCOUNT	No remarks	No remarks
1998-07-15	Sal4	B	0	198	175	0	-9999	-9999	NA	No remarks	No remarks
1998-07-15	Sal4	C	-9999	-9999	-9999	-9999	101	159	TOTALCOUNT	No remarks	No remarks
1998-07-22	Sal1	A	0	-9999	31	0	-9999	-9999	NA	No remarks	No remarks
1998-07-22	Sal2	B	0	0	42	0	-9999	-9999	NA	No remarks	No remarks
1998-07-22	Sal2	C	0	17	33	0	-9999	-9999	NA	No remarks	No remarks
1998-07-22	Sal2	D	0	12	38	0	-9999	-9999	NA	No remarks	No remarks
1998-07-22	Sal3	A	0	0	2	0	-9999	-9999	NA	No remarks	No remarks
1998-07-22	Sal4	B	0	21	29	0	-9999	-9999	NA	No remarks	No remarks
1998-07-22	Sal4	C	0	15	35	0	-9999	-9999	NA	No remarks	No remarks
1998-07-22	Sal4	D	0	6	44	0	-9999	-9999	NA	No remarks	No remarks
1998-07-22	Sal1	B	0	-9999	20	0	-9999	-9999	NA	No remarks	No remarks
1998-07-22	Sal1	C	0	-9999	50	0	-9999	-9999	NA	No remarks	No remarks
1998-07-22	Sal1	D	0	-9999	45	0	-9999	-9999	NA	No remarks	No remarks
1998-07-22	Sal2	A	0	8	42	0	-9999	-9999	NA	No remarks	No remarks
1998-07-22	Sal3	B	0	15	17	0	-9999	-9999	NA	No remarks	No remarks
1998-07-22	Sal3	C	0	8	18	0	-9999	-9999	NA	No remarks	No remarks
1998-07-22	Sal3	D	0	2	1	0	-9999	-9999	NA	No remarks	No remarks
1998-07-22	Sal4	A	0	9	41	0	-9999	-9999	NA	No remarks	No remarks
1998-07-25	Sal2	A	0	52	118	0	52	118	TOTALCOUNT	No remarks	No remarks
1998-07-25	Sal2	B	0	19	151	0	19	151	TOTALCOUNT	No remarks	No remarks
1998-07-25	Sal2	C	0	0	43	0	0	43	TOTALCOUNT	No remarks	No remarks
1998-07-25	Sal2	D	0	61	143	0	61	143	TOTALCOUNT	No remarks	No remarks
1998-07-29	Sal1	C	0	-9999	48	2	-9999	-9999	NA	No remarks	No remarks
1998-07-29	Sal1	D	0	-9999	45	0	-9999	-9999	NA	No remarks	No remarks
1998-07-29	Sal2	A	0	2	29	0	-9999	-9999	NA	No remarks	No remarks
1998-07-29	Sal2	B	0	0	42	0	-9999	-9999	NA	No remarks	No remarks
1998-07-29	Sal3	C	0	2	18	0	-9999	-9999	NA	No remarks	No remarks
1998-07-29	Sal3	D	0	0	1	0	-9999	-9999	NA	No remarks	No remarks
1998-07-29	Sal4	A	0	8	42	0	-9999	-9999	NA	No remarks	No remarks
1998-07-29	Sal4	B	0	7	43	0	-9999	-9999	NA	No remarks	No remarks
1998-07-29	Sal1	A	0	-9999	29	2	-9999	-9999	NA	No remarks	No remarks
1998-07-29	Sal1	B	0	-9999	20	0	-9999	-9999	NA	No remarks	No remarks
1998-07-29	Sal2	C	0	3	30	0	-9999	-9999	NA	No remarks	No remarks
1998-07-29	Sal2	D	0	2	37	0	-9999	-9999	NA	No remarks	No remarks
1998-07-29	Sal3	A	0	0	1	0	-9999	-9999	NA	No remarks	No remarks
1998-07-29	Sal3	B	0	7	16	0	-9999	-9999	NA	No remarks	No remarks
1998-07-29	Sal4	C	0	3	47	0	-9999	-9999	NA	No remarks	No remarks
1998-07-29	Sal4	D	0	5	45	0	-9999	-9999	NA	No remarks	No remarks
1998-08-05	Sal1	C	0	-9999	27	23	-9999	-9999	NA	No remarks	No remarks
1998-08-05	Sal1	D	0	-9999	20	25	-9999	-9999	NA	No remarks	No remarks
1998-08-05	Sal2	A	0	-9999	28	1	-9999	-9999	NA	No remarks	No remarks
1998-08-05	Sal2	B	0	-9999	42	0	-9999	-9999	NA	No remarks	No remarks
1998-08-05	Sal2	C	0	-9999	29	0	-9999	-9999	NA	No remarks	No remarks
1998-08-05	Sal3	D	0	-9999	1	0	-9999	-9999	NA	No remarks	No remarks
1998-08-05	Sal4	A	0	-9999	50	0	-9999	-9999	NA	No remarks	No remarks
1998-08-05	Sal4	B	0	-9999	50	0	-9999	-9999	NA	No remarks	No remarks
1998-08-05	Sal4	C	0	-9999	50	0	-9999	-9999	NA	No remarks	No remarks
1998-08-05	Sal1	A	0	-9999	15	15	-9999	-9999	NA	No remarks	No remarks
1998-08-05	Sal1	B	0	-9999	11	8	-9999	-9999	NA	No remarks	No remarks
1998-08-05	Sal2	D	0	-9999	36	0	-9999	-9999	NA	No remarks	No remarks
1998-08-05	Sal3	A	0	-9999	1	0	-9999	-9999	NA	No remarks	No remarks
1998-08-05	Sal3	B	0	-9999	16	0	-9999	-9999	NA	No remarks	No remarks
1998-08-05	Sal3	C	0	-9999	18	0	-9999	-9999	NA	No remarks	No remarks
1998-08-05	Sal4	D	0	-9999	50	0	-9999	-9999	NA	No remarks	No remarks
1998-08-12	Sal1	D	0	-9999	16	29	-9999	-9999	NA	No remarks	No remarks
1998-08-12	Sal2	A	0	-9999	25	3	-9999	-9999	NA	No remarks	No remarks
1998-08-12	Sal2	B	0	-9999	40	1	-9999	-9999	NA	No remarks	No remarks
1998-08-12	Sal2	C	0	-9999	30	0	-9999	-9999	NA	No remarks	No remarks
1998-08-12	Sal3	D	0	-9999	1	3	-9999	-9999	NA	No remarks	No remarks
1998-08-12	Sal1	A	0	-9999	11	19	-9999	-9999	NA	No remarks	No remarks
1998-08-12	Sal1	B	0	-9999	10	10	-9999	-9999	NA	No remarks	No remarks
1998-08-12	Sal1	C	0	-9999	21	29	-9999	-9999	NA	No remarks	No remarks
1998-08-12	Sal2	D	0	-9999	34	2	-9999	-9999	NA	No remarks	No remarks
1998-08-12	Sal3	A	0	-9999	0	0	-9999	-9999	NA	No remarks	No remarks
1998-08-12	Sal3	B	0	-9999	21	0	-9999	-9999	NA	No remarks	No remarks
1998-08-12	Sal3	C	0	-9999	14	0	-9999	-9999	NA	No remarks	No remarks
1998-08-12	Sal4	A	0	-9999	40	10	-9999	-9999	NA	No remarks	No remarks
1998-08-12	Sal4	B	0	-9999	50	0	-9999	-9999	NA	No remarks	No remarks
1998-08-12	Sal4	C	0	-9999	50	0	-9999	-9999	NA	No remarks	No remarks
1998-08-12	Sal4	D	0	-9999	50	0	-9999	-9999	NA	No remarks	No remarks
1998-08-19	Sal1	A	0	-9999	3	42	-9999	-9999	NA	No remarks	No remarks
1998-08-19	Sal1	B	0	-9999	1	15	-9999	-9999	NA	No remarks	No remarks
1998-08-19	Sal1	C	0	-9999	3	37	-9999	-9999	NA	No remarks	No remarks
1998-08-19	Sal1	D	0	-9999	1	49	-9999	-9999	NA	No remarks	No remarks
1998-08-19	Sal3	A	0	-9999	0	0	-9999	-9999	NA	No remarks	No remarks
1998-08-19	Sal3	B	0	-9999	13	0	-9999	-9999	NA	No remarks	No remarks
1998-08-19	Sal3	C	0	-9999	0	2	-9999	-9999	NA	No remarks	No remarks
1998-08-19	Sal3	D	0	-9999	0	17	-9999	-9999	NA	No remarks	No remarks
1998-08-19	Sal2	A	0	-9999	42	2	-9999	-9999	NA	No remarks	No remarks
1998-08-19	Sal2	B	0	-9999	48	2	-9999	-9999	NA	No remarks	No remarks
1998-08-19	Sal2	C	0	-9999	35	3	-9999	-9999	NA	No remarks	No remarks
1998-08-19	Sal2	D	0	-9999	38	4	-9999	-9999	NA	No remarks	No remarks
1998-08-19	Sal4	A	0	-9999	5	11	-9999	-9999	NA	No remarks	No remarks
1998-08-19	Sal4	B	0	-9999	21	2	-9999	-9999	NA	No remarks	No remarks
1998-08-19	Sal4	C	0	-9999	21	6	-9999	-9999	NA	No remarks	No remarks
1998-08-19	Sal4	D	0	-9999	29	31	-9999	-9999	NA	No remarks	No remarks
1998-08-26	Sal1	A	0	-9999	0	45	-9999	-9999	NA	No remarks	No remarks
1998-08-26	Sal1	B	0	-9999	0	16	-9999	-9999	NA	No remarks	No remarks
1998-08-26	Sal1	C	0	-9999	0	40	-9999	-9999	NA	No remarks	No remarks
1998-08-26	Sal1	D	0	-9999	0	50	-9999	-9999	NA	No remarks	No remarks
1998-08-26	Sal2	A	0	-9999	39	16	-9999	-9999	NA	No remarks	No remarks
1998-08-26	Sal3	B	0	-9999	1	11	-9999	-9999	NA	No remarks	No remarks
1998-08-26	Sal2	B	0	-9999	52	7	-9999	-9999	NA	No remarks	No remarks
1998-08-26	Sal2	C	0	-9999	51	11	-9999	-9999	NA	No remarks	No remarks
1998-08-26	Sal2	D	0	-9999	53	14	-9999	-9999	NA	No remarks	No remarks
1998-08-26	Sal3	A	0	-9999	3	0	-9999	-9999	NA	No remarks	No remarks
1998-08-26	Sal4	B	0	-9999	8	22	-9999	-9999	NA	No remarks	No remarks
1998-08-26	Sal4	C	0	-9999	15	36	-9999	-9999	NA	No remarks	No remarks
1998-08-26	Sal4	D	0	-9999	5	65	-9999	-9999	NA	No remarks	No remarks
1998-08-26	Sal3	C	0	-9999	0	19	-9999	-9999	NA	No remarks	No remarks
1998-08-26	Sal3	D	0	-9999	0	0	-9999	-9999	NA	No remarks	No remarks
1998-08-26	Sal4	A	0	-9999	4	52	-9999	-9999	NA	No remarks	No remarks
1999-06-01	Sal1	B	0	0	0	0	-9999	-9999	NA	No remarks	No remarks
1999-06-01	Sal1	C	0	0	0	0	-9999	-9999	NA	No remarks	No remarks
1999-06-01	Sal1	D	0	0	0	0	-9999	-9999	NA	No remarks	No remarks
1999-06-01	Sal1	A	0	0	0	0	-9999	-9999	NA	No remarks	No remarks
1999-06-03	Sal1	A	17	0	0	0	-9999	-9999	NA	No remarks	No remarks
1999-06-03	Sal1	B	10	0	0	0	-9999	-9999	NA	No remarks	No remarks
1999-06-03	Sal1	C	13	0	0	0	-9999	-9999	NA	No remarks	No remarks
1999-06-03	Sal1	D	14	0	0	0	-9999	-9999	NA	No remarks	No remarks
1999-06-10	Sal1	B	50	0	0	0	-9999	-9999	NA	No remarks	No remarks
1999-06-10	Sal1	C	50	0	0	0	-9999	-9999	NA	No remarks	No remarks
1999-06-10	Sal1	D	50	0	0	0	-9999	-9999	NA	No remarks	No remarks
1999-06-10	Sal1	A	50	0	0	0	-9999	-9999	NA	No remarks	No remarks
1999-06-17	Sal1	A	5	21	24	0	-9999	-9999	NA	No remarks	No remarks
1999-06-17	Sal1	B	11	27	32	0	-9999	-9999	NA	No remarks	No remarks
1999-06-17	Sal4	C	0	0	0	0	-9999	-9999	NA	No remarks	No remarks
1999-06-17	Sal4	D	0	0	0	0	-9999	-9999	NA	No remarks	No remarks
1999-06-17	Sal1	C	5	16	53	0	-9999	-9999	NA	No remarks	No remarks
1999-06-17	Sal1	D	0	11	19	0	-9999	-9999	NA	No remarks	No remarks
1999-06-17	Sal4	A	8	0	0	0	-9999	-9999	NA	No remarks	No remarks
1999-06-17	Sal4	B	0	0	0	0	-9999	-9999	NA	No remarks	No remarks
1999-06-20	Sal1	A	-9999	-9999	-9999	-9999	251	416	TOTALCOUNT	Mainly male flowers eaten	No remarks
1999-06-20	Sal1	B	-9999	-9999	-9999	-9999	207	252	TOTALCOUNT	Mainly male flowers eaten	No remarks
1999-06-20	Sal1	C	-9999	-9999	-9999	-9999	219	229	TOTALCOUNT	Mainly male flowers eaten	No remarks
1999-06-20	Sal1	D	-9999	-9999	-9999	-9999	277	310	TOTALCOUNT	Mainly male flowers eaten	No remarks
1999-06-24	Sal1	C	-9999	-9999	-9999	-9999	-9999	-9999	NA	Musk oxen in plot	No remarks
1999-06-24	Sal1	D	-9999	-9999	-9999	-9999	-9999	-9999	NA	Musk oxen in plot	No remarks
1999-06-24	Sal3	A	0	0	0	0	-9999	-9999	NA	No remarks	No remarks
1999-06-24	Sal3	B	9	0	0	0	-9999	-9999	NA	No remarks	No remarks
1999-06-24	Sal4	D	50	0	0	0	-9999	-9999	NA	No remarks	No remarks
1999-06-24	Sal1	A	-9999	-9999	-9999	-9999	-9999	-9999	NA	Musk oxen in plot	No remarks
1999-06-24	Sal1	B	-9999	-9999	-9999	-9999	-9999	-9999	NA	Musk oxen in plot	No remarks
1999-06-24	Sal3	C	1	0	0	0	-9999	-9999	NA	No remarks	No remarks
1999-06-24	Sal3	D	8	0	0	0	-9999	-9999	NA	No remarks	No remarks
1999-06-24	Sal4	A	50	0	0	0	-9999	-9999	NA	No remarks	No remarks
1999-06-24	Sal4	B	10	0	0	0	-9999	-9999	NA	No remarks	No remarks
1999-06-24	Sal4	C	7	0	0	0	-9999	-9999	NA	No remarks	No remarks
1999-07-01	Sal1	A	0	-9999	50	0	-9999	-9999	NA	No remarks	No remarks
1999-07-01	Sal1	B	0	-9999	50	0	-9999	-9999	NA	No remarks	No remarks
1999-07-01	Sal1	C	0	-9999	50	0	-9999	-9999	NA	No remarks	No remarks
1999-07-01	Sal2	D	1	0	0	0	-9999	-9999	NA	No remarks	No remarks
1999-07-01	Sal3	A	11	0	0	0	-9999	-9999	NA	No remarks	No remarks
1999-07-01	Sal3	B	47	0	3	0	-9999	-9999	NA	No remarks	No remarks
1999-07-01	Sal3	C	25	0	0	0	-9999	-9999	NA	No remarks	No remarks
1999-07-01	Sal4	D	23	11	16	0	-9999	-9999	NA	No remarks	No remarks
1999-07-01	Sal1	D	0	-9999	50	0	-9999	-9999	NA	No remarks	No remarks
1999-07-01	Sal2	A	50	0	0	0	-9999	-9999	NA	No remarks	No remarks
1999-07-01	Sal2	B	6	0	0	0	-9999	-9999	NA	No remarks	No remarks
1999-07-01	Sal2	C	1	0	0	0	-9999	-9999	NA	No remarks	No remarks
1999-07-01	Sal3	D	16	0	0	0	-9999	-9999	NA	No remarks	No remarks
1999-07-01	Sal4	A	7	20	23	0	-9999	-9999	NA	No remarks	No remarks
1999-07-01	Sal4	B	50	0	0	0	-9999	-9999	NA	No remarks	No remarks
1999-07-01	Sal4	C	50	0	0	0	-9999	-9999	NA	No remarks	No remarks
1999-07-08	Sal1	A	0	-9999	50	0	-9999	-9999	NA	No remarks	No remarks
1999-07-08	Sal1	B	0	-9999	50	0	-9999	-9999	NA	No remarks	No remarks
1999-07-08	Sal1	C	0	-9999	50	0	-9999	-9999	NA	No remarks	No remarks
1999-07-08	Sal3	A	0	0	1	0	-9999	-9999	NA	No remarks	No remarks
1999-07-08	Sal3	B	0	18	17	0	-9999	-9999	NA	No remarks	No remarks
1999-07-08	Sal3	C	8	7	19	0	-9999	-9999	NA	No remarks	No remarks
1999-07-08	Sal3	D	1	33	0	0	-9999	-9999	NA	No remarks	No remarks
1999-07-08	Sal1	D	0	-9999	50	0	-9999	-9999	NA	No remarks	No remarks
1999-07-08	Sal2	A	24	2	1	0	-9999	-9999	NA	No remarks	No remarks
1999-07-08	Sal2	B	10	0	2	0	-9999	-9999	NA	No remarks	No remarks
1999-07-08	Sal2	C	40	0	0	0	-9999	-9999	NA	No remarks	No remarks
1999-07-08	Sal2	D	50	0	0	0	-9999	-9999	NA	No remarks	No remarks
1999-07-08	Sal4	A	0	62	50	0	-9999	-9999	NA	One wolly bear caterpillar	No remarks
1999-07-08	Sal4	B	7	30	53	0	-9999	-9999	NA	No remarks	No remarks
1999-07-08	Sal4	C	5	41	20	0	-9999	-9999	NA	No remarks	No remarks
1999-07-08	Sal4	D	0	56	10	0	-9999	-9999	NA	No remarks	No remarks
1999-07-15	Sal1	A	0	-9999	40	0	-9999	-9999	NA	No remarks	No remarks
1999-07-15	Sal1	B	0	-9999	55	0	-9999	-9999	NA	No remarks	No remarks
1999-07-15	Sal1	C	0	-9999	30	0	-9999	-9999	NA	No remarks	No remarks
1999-07-15	Sal1	D	0	-9999	55	0	-9999	-9999	NA	No remarks	No remarks
1999-07-15	Sal3	A	0	0	1	0	-9999	-9999	NA	No remarks	No remarks
1999-07-15	Sal3	B	0	0	12	0	-9999	-9999	NA	No remarks	No remarks
1999-07-15	Sal3	C	0	0	47	0	-9999	-9999	NA	No remarks	No remarks
1999-07-15	Sal3	D	0	0	0	0	-9999	-9999	NA	No remarks	No remarks
1999-07-15	Sal2	A	10	11	15	0	-9999	-9999	NA	No remarks	No remarks
1999-07-15	Sal2	B	43	7	5	0	-9999	-9999	NA	No remarks	No remarks
1999-07-15	Sal2	C	36	5	8	0	-9999	-9999	NA	No remarks	No remarks
1999-07-15	Sal2	D	32	4	25	0	-9999	-9999	NA	No remarks	No remarks
1999-07-15	Sal4	A	0	0	50	0	-9999	-9999	NA	No remarks	No remarks
1999-07-15	Sal4	B	0	0	50	0	-9999	-9999	NA	No remarks	No remarks
1999-07-15	Sal4	C	0	0	50	0	-9999	-9999	NA	No remarks	No remarks
1999-07-15	Sal4	D	0	2	50	0	-9999	-9999	NA	No remarks	No remarks
1999-07-17	Sal3	B	-9999	-9999	-9999	-9999	17	17	TOTALCOUNT	No remarks	No remarks
1999-07-17	Sal3	C	-9999	-9999	-9999	-9999	5	50	TOTALCOUNT	No remarks	No remarks
1999-07-17	Sal3	D	-9999	-9999	-9999	-9999	30	0	TOTALCOUNT	No remarks	No remarks
1999-07-17	Sal4	A	-9999	-9999	-9999	-9999	231	167	TOTALCOUNT	No remarks	No remarks
1999-07-17	Sal3	A	-9999	-9999	-9999	-9999	0	1	TOTALCOUNT	No remarks	No remarks
1999-07-17	Sal4	B	-9999	-9999	-9999	-9999	175	254	TOTALCOUNT	No remarks	No remarks
1999-07-17	Sal4	C	-9999	-9999	-9999	-9999	84	153	TOTALCOUNT	No remarks	No remarks
1999-07-17	Sal4	D	-9999	-9999	-9999	-9999	228	306	TOTALCOUNT	No remarks	No remarks
1999-07-22	Sal1	B	0	-9999	55	2	-9999	-9999	NA	No remarks	No remarks
1999-07-22	Sal1	C	0	-9999	59	0	-9999	-9999	NA	No remarks	No remarks
1999-07-22	Sal1	D	0	-9999	62	1	-9999	-9999	NA	No remarks	No remarks
1999-07-22	Sal2	A	23	9	35	0	-9999	-9999	NA	No remarks	No remarks
1999-07-22	Sal3	B	0	-9999	16	0	-9999	-9999	NA	No remarks	No remarks
1999-07-22	Sal3	C	0	-9999	50	0	-9999	-9999	NA	No remarks	No remarks
1999-07-22	Sal3	D	0	-9999	0	0	-9999	-9999	NA	No remarks	No remarks
1999-07-22	Sal4	A	0	-9999	50	0	-9999	-9999	NA	No remarks	No remarks
1999-07-22	Sal4	B	0	-9999	58	0	-9999	-9999	NA	No remarks	No remarks
1999-07-22	Sal1	A	0	-9999	55	0	-9999	-9999	NA	No remarks	No remarks
1999-07-22	Sal2	B	12	7	37	0	-9999	-9999	NA	No remarks	No remarks
1999-07-22	Sal2	C	15	11	16	0	-9999	-9999	NA	No remarks	No remarks
1999-07-22	Sal2	D	7	24	35	0	-9999	-9999	NA	No remarks	No remarks
1999-07-22	Sal3	A	0	-9999	1	0	-9999	-9999	NA	No remarks	No remarks
1999-07-22	Sal4	C	0	-9999	50	0	-9999	-9999	NA	No remarks	No remarks
1999-07-22	Sal4	D	0	-9999	56	0	-9999	-9999	NA	No remarks	No remarks
1999-07-27	Sal2	C	-9999	-9999	-9999	-9999	113	72	TOTALCOUNT	No remarks	No remarks
1999-07-27	Sal2	D	-9999	-9999	-9999	-9999	113	111	TOTALCOUNT	No remarks	No remarks
1999-07-27	Sal2	A	-9999	-9999	-9999	-9999	111	142	TOTALCOUNT	No remarks	No remarks
1999-07-27	Sal2	B	-9999	-9999	-9999	-9999	79	93	TOTALCOUNT	No remarks	No remarks
1999-07-29	Sal1	A	0	-9999	56	6	-9999	-9999	NA	No remarks	No remarks
1999-07-29	Sal1	B	0	-9999	68	4	-9999	-9999	NA	No remarks	No remarks
1999-07-29	Sal2	C	1	0	54	0	-9999	-9999	NA	No remarks	No remarks
1999-07-29	Sal2	D	0	0	50	0	-9999	-9999	NA	No remarks	No remarks
1999-07-29	Sal3	A	0	-9999	1	0	-9999	-9999	NA	No remarks	No remarks
1999-07-29	Sal3	B	0	-9999	16	0	-9999	-9999	NA	No remarks	No remarks
1999-07-29	Sal4	C	0	-9999	54	0	-9999	-9999	NA	No remarks	No remarks
1999-07-29	Sal4	D	0	-9999	64	0	-9999	-9999	NA	No remarks	No remarks
1999-07-29	Sal1	C	0	-9999	64	13	-9999	-9999	NA	No remarks	No remarks
1999-07-29	Sal1	D	0	-9999	62	8	-9999	-9999	NA	No remarks	No remarks
1999-07-29	Sal2	A	0	0	50	0	-9999	-9999	NA	No remarks	No remarks
1999-07-29	Sal2	B	0	1	49	0	-9999	-9999	NA	No remarks	No remarks
1999-07-29	Sal3	C	0	-9999	50	0	-9999	-9999	NA	No remarks	No remarks
1999-07-29	Sal3	D	0	-9999	0	0	-9999	-9999	NA	No remarks	No remarks
1999-07-29	Sal4	A	0	-9999	57	1	-9999	-9999	NA	No remarks	No remarks
1999-07-29	Sal4	B	0	-9999	52	0	-9999	-9999	NA	No remarks	No remarks
1999-08-05	Sal1	A	0	-9999	106	30	-9999	-9999	NA	No remarks	No remarks
1999-08-05	Sal1	B	0	-9999	50	19	-9999	-9999	NA	No remarks	No remarks
1999-08-05	Sal1	C	0	-9999	52	22	-9999	-9999	NA	No remarks	No remarks
1999-08-05	Sal2	D	0	-9999	50	0	-9999	-9999	NA	No remarks	No remarks
1999-08-05	Sal3	A	0	-9999	1	0	-9999	-9999	NA	No remarks	No remarks
1999-08-05	Sal3	B	0	-9999	17	0	-9999	-9999	NA	No remarks	No remarks
1999-08-05	Sal3	C	0	-9999	50	0	-9999	-9999	NA	No remarks	No remarks
1999-08-05	Sal4	D	0	-9999	56	4	-9999	-9999	NA	No remarks	No remarks
1999-08-05	Sal1	D	0	-9999	96	53	-9999	-9999	NA	No remarks	No remarks
1999-08-05	Sal2	A	0	-9999	50	0	-9999	-9999	NA	No remarks	No remarks
1999-08-05	Sal2	B	0	-9999	50	0	-9999	-9999	NA	No remarks	No remarks
1999-08-05	Sal2	C	0	-9999	50	0	-9999	-9999	NA	No remarks	No remarks
1999-08-05	Sal3	D	0	-9999	0	0	-9999	-9999	NA	No remarks	No remarks
1999-08-05	Sal4	A	0	-9999	52	8	-9999	-9999	NA	No remarks	No remarks
1999-08-05	Sal4	B	0	-9999	54	0	-9999	-9999	NA	No remarks	No remarks
1999-08-05	Sal4	C	0	-9999	65	0	-9999	-9999	NA	No remarks	No remarks
1999-08-12	Sal1	A	0	-9999	100	71	-9999	-9999	NA	No remarks	No remarks
1999-08-12	Sal1	B	0	-9999	48	38	-9999	-9999	NA	No remarks	No remarks
1999-08-12	Sal1	C	0	-9999	102	86	-9999	-9999	NA	No remarks	No remarks
1999-08-12	Sal3	A	0	-9999	1	0	-9999	-9999	NA	No remarks	No remarks
1999-08-12	Sal3	B	0	-9999	16	5	-9999	-9999	NA	No remarks	No remarks
1999-08-12	Sal3	C	0	-9999	44	1	-9999	-9999	NA	No remarks	No remarks
1999-08-12	Sal3	D	0	-9999	0	0	-9999	-9999	NA	No remarks	No remarks
1999-08-12	Sal1	D	0	-9999	84	72	-9999	-9999	NA	No remarks	No remarks
1999-08-12	Sal2	A	0	-9999	50	0	-9999	-9999	NA	No remarks	No remarks
1999-08-12	Sal2	B	0	-9999	50	0	-9999	-9999	NA	No remarks	No remarks
1999-08-12	Sal2	C	0	-9999	50	0	-9999	-9999	NA	No remarks	No remarks
1999-08-12	Sal2	D	1	-9999	50	0	-9999	-9999	NA	No remarks	No remarks
1999-08-12	Sal4	A	0	-9999	54	8	-9999	-9999	NA	No remarks	No remarks
